[1] 8.500000e+03 9.993515e-01 9.072830e-01 4.416604e-01 9.316998e-02 1.112633e-02
[1] 8.600000e+03 9.994293e-01 9.118472e-01 4.503856e-01 9.618453e-02 1.156926e-02
[1] 8.700000e+03 9.994979e-01 9.162099e-01 4.590663e-01 9.924429e-02 1.202335e-02
[1] 8800.0000000    0.9995584    0.9203784    0.4676992    0.1023487    0.0124887
[1] 8900.0000000    0.9996117    0.9243598    0.4762812    0.1054972    0.0129654
[1] 9.000000e+03 9.996588e-01 9.281609e-01 4.848094e-01 1.086891e-01 1.345353e-02
[1] 9100.0000000    0.9997002    0.9317887    0.4932809    0.1119239    0.0139532
[1] 9.200000e+03 9.997366e-01 9.352497e-01 5.016930e-01 1.152009e-01 1.446447e-02
[1] 9.300000e+03 9.997687e-01 9.385504e-01 5.100432e-01 1.185196e-01 1.498744e-02
[1] 9.400000e+03 9.997970e-01 9.416971e-01 5.183289e-01 1.218791e-01 1.552218e-02
[1] 9.500000e+03 9.998218e-01 9.446961e-01 5.265479e-01 1.252790e-01 1.606877e-02
[1] 9.600000e+03 9.998437e-01 9.475532e-01 5.346980e-01 1.287184e-01 1.662729e-02
[1] 9700.0000000    0.9998629    0.9502743    0.5427770    0.1321968    0.0171978
[1] 9.800000e+03 9.998798e-01 9.528651e-01 5.507831e-01 1.357134e-01 1.778039e-02
[1] 9.900000e+03 9.998946e-01 9.553309e-01 5.587143e-01 1.392675e-01 1.837511e-02
[1] 1.000000e+04 9.999077e-01 9.576771e-01 5.665690e-01 1.428585e-01 1.898203e-02
